latitude,longitude,location_name,size_m2,price,bedrooms,bathrooms,property_type,condition,near_school,near_hospital,near_market,parking,security_rating,listing_type
9.591663,41.861253,Sabian,1,550.0,4,3,Apartment,new,1,1,0,0,2,rent
9.61387,41.724766,Dire Dawa Industrial Park,1,149.0,3,2,Apartment,new,1,0,1,0,3,rent
9.584765,41.864885,Kefira Market,1,654.0,6,5,House,good,1,1,1,1,1,rent
9.583565,41.867393,Dechatu River,1,508.0,4,3,Apartment,new,0,1,0,0,1,rent
9.614968,41.724595,Dire Dawa Industrial Park,1,223.0,6,4,House,new,0,1,1,0,1,rent
9.617714,41.780376,Melka Jebdu,1,290.0,5,4,Villa,needs renovation,0,1,1,0,3,rent
9.590369,41.865327,Megala,1,929.0,7,3,House,good,0,1,0,0,5,rent
9.591237,41.86606,Megala,1,307.0,1,1,Apartment,new,0,1,1,1,1,rent
9.596282,41.877868,Legehare,1,321.0,3,2,Apartment,needs renovation,0,1,1,0,2,rent
9.591758,41.860482,Kezira,1,497.0,4,3,Villa,needs renovation,1,1,0,0,2,rent
9.588506,41.856808,Gende Kore Market,1,678.0,7,3,Villa,needs renovation,0,1,1,0,2,rent
9.590753,41.865829,Megala,1,800.0,6,3,House,new,0,0,1,0,2,rent
9.627651,41.772674,Dire Dawa Railway Station,1,184.0,4,3,House,needs renovation,0,0,0,0,1,rent
9.591544,41.86043,Kezira,1,298.0,2,2,Apartment,needs renovation,1,1,0,0,3,rent
9.588701,41.856222,Gende Kore Market,1,821.0,5,4,Villa,new,1,1,1,0,4,rent
9.592849,41.860264,Sabian,1,448.0,3,2,Apartment,new,0,1,1,0,1,rent
9.584429,41.867466,Dechatu River,1,639.0,5,4,House,new,1,0,1,0,1,rent
9.595921,41.879425,Legehare,1,1011.0,7,5,Villa,new,0,0,0,1,4,rent
9.584905,41.866193,Dechatu River,1,278.0,2,1,Apartment,needs renovation,1,1,1,1,2,rent
9.591109,41.866883,Megala,1,1022.0,7,3,House,new,0,0,0,0,5,rent
9.615143,41.725133,Dire Dawa Industrial Park,1,260.0,7,5,House,good,1,1,1,0,4,rent
9.587743,41.854947,Gende Kore Market,1,683.0,4,4,Villa,good,1,0,1,1,5,rent
9.58447,41.866498,Dechatu River,1,639.0,5,4,House,new,0,1,1,0,1,rent
9.595668,41.87903,Legehare,1,386.0,2,1,Apartment,new,0,0,0,1,3,rent
9.591986,41.860721,Kezira,1,472.0,4,2,Villa,needs renovation,0,0,1,0,1,rent
9.615237,41.724754,Dire Dawa Industrial Park,1,260.0,5,2,Villa,new,0,0,0,0,4,rent
9.627732,41.771658,Dire Dawa Railway Station,1,329.0,7,2,Villa,needs renovation,1,0,1,0,3,rent
9.605583,41.859338,Addis Ketema,1,348.0,2,3,Apartment,good,1,0,1,1,3,rent
9.600282,41.870826,Ashewa Downtown Market Dire Dawa,1,953.0,6,5,Villa,new,1,0,1,0,4,rent
9.584521,41.866136,Dechatu River,1,998.0,7,2,Villa,good,1,1,1,0,5,rent
9.592741,41.859282,Kezira,1,375.0,3,3,House,needs renovation,1,0,1,1,2,rent
9.628943,41.773187,Dire Dawa Railway Station,1,273.0,6,4,House,needs renovation,1,1,1,1,4,rent
9.592486,41.860444,Sabian,1,528.0,5,2,House,needs renovation,0,0,1,1,3,rent
9.605142,41.858914,Addis Ketema,1,377.0,3,1,Apartment,good,1,0,0,1,1,rent
9.585183,41.866161,Kefira Market,1,600.0,3,4,Villa,good,0,1,1,0,5,rent
9.599514,41.870001,Ashewa Downtown Market Dire Dawa,1,247.0,1,1,Apartment,needs renovation,1,0,0,0,4,rent
9.584959,41.86483,Kefira Market,1,904.0,6,2,Villa,new,1,0,1,0,3,rent
9.628007,41.7719,Dire Dawa Railway Station,1,217.0,3,5,House,good,1,1,1,1,3,rent
9.614274,41.724391,Dire Dawa Industrial Park,1,113.0,2,2,Apartment,good,0,0,1,1,3,rent
9.59314,41.861656,Sabian,1,1017.0,6,3,Villa,new,0,1,1,1,5,rent
9.5839,41.864994,Kefira Market,1,1100.0,7,5,Villa,new,1,1,0,0,5,rent
9.584135,41.867373,Dechatu River,1,642.0,7,4,House,needs renovation,0,1,1,0,3,rent
9.627607,41.773168,Dire Dawa Railway Station,1,332.0,4,3,Villa,new,1,0,1,0,4,rent
9.60535,41.858023,Addis Ketema,1,579.0,4,5,Villa,good,0,1,0,1,2,rent
9.583701,41.867807,Dechatu River,1,790.0,6,2,House,good,1,0,1,0,5,rent
9.584292,41.865957,Dechatu River,1,492.0,4,3,House,needs renovation,0,1,0,0,5,rent
9.583816,41.865391,Kefira Market,1,648.0,4,2,House,new,1,0,1,0,4,rent
9.58426,41.86762,Dechatu River,1,882.0,7,5,House,new,0,0,1,0,3,rent
9.599481,41.86994,Ashewa Downtown Market Dire Dawa,1,809.0,7,5,House,good,0,1,1,1,3,rent
9.604733,41.858363,Addis Ketema,1,757.0,6,5,House,new,1,1,1,1,3,rent
9.604625,41.859111,Addis Ketema,1,573.0,3,4,Villa,new,1,0,0,1,3,rent
9.591366,41.859344,Kezira,1,629.0,4,3,Apartment,new,1,1,0,1,5,rent
9.614723,41.724975,Dire Dawa Industrial Park,1,306.0,6,5,Villa,new,0,1,0,0,5,rent
9.617893,41.780384,Melka Jebdu,1,263.0,3,2,Apartment,new,1,1,1,0,5,rent
9.618019,41.781932,Melka Jebdu,1,333.0,4,2,Villa,new,0,0,1,1,2,rent
9.592521,41.860863,Kezira,1,459.0,4,2,House,needs renovation,1,0,0,1,3,rent
9.591682,41.865323,Megala,1,918.0,7,4,Villa,good,1,1,1,0,2,rent
9.591633,41.865558,Megala,1,690.0,6,5,House,good,1,1,0,0,1,rent
9.628331,41.772256,Dire Dawa Railway Station,1,261.0,4,3,Villa,good,0,0,0,0,1,rent
9.585621,41.866053,Kefira Market,1,409.0,4,2,Apartment,needs renovation,1,1,1,0,3,rent
9.604944,41.858322,Addis Ketema,1,626.0,6,2,Villa,needs renovation,1,0,1,1,3,rent
9.592955,41.861254,Sabian,1,629.0,5,5,Villa,needs renovation,1,0,1,0,4,rent
9.613768,41.72377,Dire Dawa Industrial Park,1,190.0,4,3,Apartment,new,0,0,1,1,5,rent
9.599937,41.871159,Ashewa Downtown Market Dire Dawa,1,566.0,4,3,Apartment,new,0,1,0,1,3,rent
9.627359,41.77291,Dire Dawa Railway Station,1,238.0,3,5,House,good,0,1,0,0,5,rent
9.615688,41.723495,Dire Dawa Industrial Park,1,143.0,4,3,Apartment,good,1,1,1,1,1,rent
9.618386,41.781052,Melka Jebdu,1,320.0,5,4,House,good,1,1,0,1,3,rent
9.627548,41.772017,Dire Dawa Railway Station,1,446.0,6,2,Villa,new,0,1,0,0,5,rent
9.61807,41.780883,Melka Jebdu,1,239.0,3,2,Villa,needs renovation,0,0,0,0,5,rent
9.62744,41.772023,Dire Dawa Railway Station,1,217.0,3,2,Villa,needs renovation,0,1,1,1,5,rent
9.628056,41.772973,Dire Dawa Railway Station,1,145.0,1,1,Apartment,new,0,1,1,1,3,rent
9.584018,41.866102,Kefira Market,1,602.0,3,4,Villa,new,0,0,0,1,3,rent
9.58394,41.865898,Kefira Market,1,904.0,6,5,Villa,new,0,0,0,1,3,rent
9.583476,41.866074,Dechatu River,1,233.0,1,3,Apartment,needs renovation,1,1,1,0,3,rent
9.599623,41.871104,Ashewa Downtown Market Dire Dawa,1,370.0,3,1,Apartment,needs renovation,0,0,0,0,4,rent
9.596291,41.878812,Legehare,1,647.0,5,4,House,new,1,1,0,0,2,rent
9.5923,41.861207,Sabian,1,315.0,2,3,Apartment,needs renovation,0,1,1,0,4,rent
9.591524,41.86001,Sabian,1,471.0,3,1,Apartment,good,1,1,0,1,4,rent
9.591737,41.859862,Sabian,1,478.0,5,2,House,needs renovation,1,0,1,1,1,rent
9.587656,41.856314,Gende Kore Market,1,638.0,6,4,House,good,1,0,1,1,1,rent
9.584034,41.865606,Kefira Market,1,581.0,5,2,House,good,0,0,1,0,1,rent
9.593086,41.860976,Sabian,1,286.0,2,2,Apartment,needs renovation,1,0,0,1,2,rent
9.628965,41.772436,Dire Dawa Railway Station,1,217.0,3,1,Apartment,new,0,1,0,1,3,rent
9.627989,41.773615,Dire Dawa Railway Station,1,453.0,7,2,Villa,new,0,0,1,0,3,rent
9.590059,41.86625,Megala,1,734.0,5,3,Villa,good,0,0,1,0,2,rent
9.605148,41.858827,Addis Ketema,1,629.0,5,3,Villa,good,0,0,1,0,1,rent
9.584629,41.865125,Kefira Market,1,528.0,3,1,Apartment,new,1,1,1,0,5,rent
9.604842,41.858881,Addis Ketema,1,561.0,4,4,House,new,0,1,0,0,2,rent
9.584203,41.865504,Kefira Market,1,720.0,6,3,Villa,needs renovation,1,1,0,0,5,rent
9.599198,41.870498,Ashewa Downtown Market Dire Dawa,1,508.0,3,2,Apartment,new,0,1,1,1,4,rent
9.585348,41.867149,Dechatu River,1,825.0,7,5,Villa,good,0,1,1,0,1,rent
9.590351,41.86512,Megala,1,444.0,2,1,Apartment,new,0,0,1,0,4,rent
9.618126,41.780036,Melka Jebdu,1,266.0,4,2,Apartment,new,0,1,1,0,2,rent
9.591709,41.860729,Kezira,1,533.0,3,4,Villa,good,0,0,1,1,2,rent
9.627463,41.773236,Dire Dawa Railway Station,1,229.0,4,2,Apartment,new,1,0,1,1,1,rent
9.617392,41.7804,Melka Jebdu,1,203.0,4,5,House,needs renovation,1,1,1,1,1,rent
9.627411,41.771628,Dire Dawa Railway Station,1,278.0,4,4,House,good,0,1,1,1,5,rent
9.599033,41.86953,Ashewa Downtown Market Dire Dawa,1,405.0,2,1,Apartment,new,1,1,1,1,3,rent
9.585535,41.865387,Kefira Market,1,292.0,2,2,Apartment,needs renovation,0,1,0,1,3,rent
9.588695,41.856344,Gende Kore Market,1,549.0,4,5,House,good,0,1,1,1,3,rent
9.614185,41.725063,Dire Dawa Industrial Park,1,279.0,6,5,Villa,good,0,0,0,0,5,rent
9.592792,41.860562,Kezira,1,492.0,3,3,Apartment,new,1,0,0,1,3,rent
9.614112,41.723818,Dire Dawa Industrial Park,1,166.0,4,1,Apartment,good,1,1,0,0,4,rent
9.591724,41.866468,Megala,1,646.0,5,2,Villa,needs renovation,0,1,1,1,4,rent
9.600157,41.870811,Ashewa Downtown Market Dire Dawa,1,623.0,4,4,House,new,0,0,0,0,3,rent
9.587116,41.856556,Gende Kore Market,1,686.0,4,5,Villa,new,0,1,0,0,3,rent
9.587464,41.855365,Gende Kore Market,1,611.0,6,2,Villa,needs renovation,0,0,0,1,2,rent
9.617003,41.779999,Melka Jebdu,1,418.0,7,5,House,good,0,0,1,0,4,rent
9.585562,41.864534,Kefira Market,1,436.0,3,3,Apartment,new,1,0,1,1,1,rent
9.583995,41.864406,Kefira Market,1,704.0,7,5,House,needs renovation,1,0,0,1,5,rent
9.588423,41.856486,Gende Kore Market,1,522.0,4,2,House,good,0,0,0,0,2,rent
9.59165,41.861426,Sabian,1,594.0,6,2,House,needs renovation,0,1,1,0,3,rent
9.599488,41.870573,Ashewa Downtown Market Dire Dawa,1,462.0,3,4,House,good,0,1,1,1,2,rent
9.591731,41.865623,Megala,1,404.0,2,2,Apartment,good,0,0,1,1,4,rent
9.599063,41.869824,Ashewa Downtown Market Dire Dawa,1,247.0,1,2,Apartment,needs renovation,0,0,1,0,4,rent
9.592811,41.861042,Sabian,1,528.0,5,3,House,needs renovation,1,1,1,0,3,rent
9.584054,41.866263,Dechatu River,1,510.0,4,3,Villa,needs renovation,0,0,1,1,3,rent
9.585376,41.866024,Kefira Market,1,545.0,3,4,Villa,new,0,1,0,0,1,rent
9.617334,41.780133,Melka Jebdu,1,223.0,4,2,Apartment,needs renovation,1,0,1,0,5,rent
9.585146,41.865907,Dechatu River,1,278.0,1,1,Apartment,good,0,1,0,1,2,rent
9.588745,41.855191,Gende Kore Market,1,470.0,3,3,House,good,1,0,0,1,3,rent
9.583908,41.866983,Dechatu River,1,694.0,7,5,Villa,needs renovation,1,0,1,0,2,rent
9.591789,41.86089,Kezira,1,227.0,1,2,Apartment,needs renovation,1,1,0,1,2,rent
9.59559,41.879612,Legehare,1,463.0,3,1,Apartment,new,1,0,0,0,3,rent
9.600242,41.870061,Ashewa Downtown Market Dire Dawa,1,827.0,6,4,Villa,good,0,0,1,1,3,rent
9.617531,41.780131,Melka Jebdu,1,398.0,5,5,Villa,good,1,1,1,1,5,rent
9.592977,41.860877,Kezira,1,629.0,4,1,Apartment,new,0,1,0,1,5,rent
9.628428,41.773288,Dire Dawa Railway Station,1,157.0,3,3,House,needs renovation,0,1,0,1,1,rent
9.585139,41.864868,Kefira Market,1,999.0,7,3,Villa,good,0,0,0,1,5,rent
9.586817,41.856012,Gende Kore Market,1,687.0,5,2,House,good,0,0,0,0,5,rent
9.598411,41.870066,Ashewa Downtown Market Dire Dawa,1,620.0,4,2,House,good,1,0,0,1,5,rent
9.591524,41.859134,Kezira,1,674.0,3,4,Villa,new,1,1,0,0,5,rent
9.591204,41.859838,Sabian,1,509.0,3,5,Villa,good,0,0,1,0,1,rent
9.58362,41.866113,Dechatu River,1,722.0,6,2,House,good,0,0,1,0,3,rent
9.62787,41.772479,Dire Dawa Railway Station,1,230.0,4,5,Villa,needs renovation,1,1,1,1,3,rent
9.584627,41.864426,Kefira Market,1,234.0,1,2,Apartment,needs renovation,1,1,0,0,3,rent
9.588342,41.85611,Gende Kore Market,1,746.0,5,3,Villa,good,1,0,0,0,4,rent
9.584962,41.864471,Kefira Market,1,223.0,1,1,Apartment,needs renovation,1,1,0,0,2,rent
9.583767,41.866178,Kefira Market,1,1004.0,7,5,Villa,new,0,1,1,1,3,rent
9.617274,41.781657,Melka Jebdu,1,192.0,3,4,House,needs renovation,1,1,1,0,3,rent
9.614562,41.724271,Dire Dawa Industrial Park,1,127.0,4,2,Apartment,needs renovation,0,1,0,0,3,rent
9.587609,41.856631,Gende Kore Market,1,812.0,6,2,House,new,0,1,0,1,4,rent
9.59922,41.871234,Ashewa Downtown Market Dire Dawa,1,616.0,7,5,House,needs renovation,1,1,1,1,2,rent
9.598408,41.871311,Ashewa Downtown Market Dire Dawa,1,762.0,6,5,House,new,1,0,0,0,2,rent
9.5877,41.856068,Gende Kore Market,1,719.0,4,2,Villa,new,0,0,0,1,4,rent
9.596688,41.878069,Legehare,1,1011.0,7,5,Villa,new,0,1,0,1,4,rent
9.617657,41.780465,Melka Jebdu,1,407.0,6,2,Villa,new,0,0,0,1,1,rent
9.584573,41.865171,Kefira Market,1,669.0,4,3,Villa,new,0,1,1,0,2,rent
9.584015,41.866803,Dechatu River,1,702.0,4,4,Villa,new,0,1,0,0,3,rent
9.596918,41.878838,Legehare,1,837.0,6,3,House,new,0,0,0,0,5,rent
9.591683,41.860268,Kezira,1,988.0,7,2,House,new,1,0,0,1,5,rent
9.584792,41.864917,Kefira Market,1,278.0,1,2,Apartment,good,0,0,0,0,2,rent
9.583954,41.864356,Kefira Market,1,704.0,5,4,House,good,1,1,1,0,5,rent
9.591784,41.859656,Kezira,1,966.0,6,3,Villa,new,1,1,0,1,4,rent
9.592838,41.860276,Kezira,1,426.0,3,3,Villa,needs renovation,0,1,1,1,2,rent
9.628764,41.772298,Dire Dawa Railway Station,1,220.0,4,5,Villa,needs renovation,1,1,1,1,2,rent
9.628955,41.772072,Dire Dawa Railway Station,1,228.0,3,2,Apartment,new,0,0,0,0,4,rent
9.605301,41.8591,Addis Ketema,1,503.0,3,2,Apartment,new,0,1,0,1,5,rent
9.592544,41.861298,Sabian,1,523.0,4,4,House,good,1,0,0,1,1,rent
9.60395,41.858358,Addis Ketema,1,696.0,7,2,Villa,needs renovation,0,1,0,0,3,rent
9.599409,41.870331,Ashewa Downtown Market Dire Dawa,1,582.0,4,2,Villa,good,1,0,1,0,1,rent
9.605425,41.858578,Addis Ketema,1,617.0,4,2,House,new,0,0,0,0,4,rent
9.587725,41.856363,Gende Kore Market,1,705.0,6,5,House,good,1,0,0,1,3,rent
9.58754,41.856865,Gende Kore Market,1,746.0,7,3,Villa,needs renovation,0,0,1,1,4,rent
9.584713,41.86785,Dechatu River,1,481.0,3,2,Apartment,new,0,1,1,1,3,rent
9.614784,41.723742,Dire Dawa Industrial Park,1,108.0,2,2,Apartment,good,0,0,0,0,2,rent
9.59134,41.865742,Megala,1,593.0,4,4,House,good,0,1,0,1,3,rent
9.614482,41.724975,Dire Dawa Industrial Park,1,109.0,1,2,Apartment,new,0,0,0,1,5,rent
9.592609,41.860102,Kezira,1,341.0,3,3,Apartment,needs renovation,0,1,0,1,2,rent
9.592183,41.860213,Sabian,1,822.0,5,4,Villa,good,0,1,1,1,5,rent
9.628567,41.773387,Dire Dawa Railway Station,1,411.0,7,4,Villa,good,1,1,0,1,3,rent
9.591732,41.859793,Sabian,1,420.0,4,3,Apartment,needs renovation,1,0,1,0,3,rent
9.587218,41.855269,Gende Kore Market,1,575.0,4,2,Apartment,new,0,1,1,1,4,rent
9.591713,41.866606,Megala,1,698.0,5,4,Villa,good,1,1,1,1,1,rent
9.583968,41.86536,Kefira Market,1,367.0,3,1,Apartment,needs renovation,0,1,0,0,4,rent
9.599021,41.870864,Ashewa Downtown Market Dire Dawa,1,886.0,5,4,Villa,new,1,0,1,1,5,rent
9.595559,41.879211,Legehare,1,623.0,4,5,House,new,0,1,1,1,4,rent
9.615395,41.724496,Dire Dawa Industrial Park,1,124.0,2,3,Apartment,new,0,1,1,0,3,rent
9.5898,41.865649,Megala,1,959.0,7,5,Villa,new,0,1,1,0,1,rent
9.616988,41.781875,Melka Jebdu,1,276.0,5,5,Villa,needs renovation,1,0,0,1,2,rent
9.627729,41.773318,Dire Dawa Railway Station,1,408.0,6,4,Villa,new,0,1,0,0,3,rent
9.628235,41.772631,Dire Dawa Railway Station,1,238.0,3,1,Apartment,new,1,0,1,0,5,rent
9.605264,41.859409,Addis Ketema,1,721.0,6,4,House,good,1,0,0,1,4,rent
9.599789,41.870247,Ashewa Downtown Market Dire Dawa,1,294.0,1,2,Apartment,good,1,0,1,0,3,rent
9.613941,41.725103,Dire Dawa Industrial Park,1,135.0,3,2,House,good,1,1,0,1,1,rent
9.617877,41.781341,Melka Jebdu,1,274.0,6,2,House,needs renovation,0,0,0,0,2,rent
9.590882,41.866736,Megala,1,614.0,5,2,House,good,1,0,0,0,1,rent
9.605859,41.858063,Addis Ketema,1,291.0,1,1,Apartment,new,0,1,0,1,2,rent
9.584543,41.866519,Dechatu River,1,330.0,2,3,Apartment,good,1,0,1,0,1,rent
9.605139,41.858538,Addis Ketema,1,459.0,3,2,House,good,1,0,0,0,3,rent
9.591863,41.859072,Kezira,1,662.0,4,5,House,new,1,0,1,0,4,rent
9.62902,41.772448,Dire Dawa Railway Station,1,362.0,7,2,House,good,1,1,0,1,3,rent
9.59961,41.870461,Ashewa Downtown Market Dire Dawa,1,293.0,1,1,Apartment,new,0,1,1,1,1,rent
9.58732,41.855894,Gende Kore Market,1,228.0,1,2,Apartment,needs renovation,1,0,0,1,3,rent
9.592076,41.861455,Sabian,1,679.0,5,2,Villa,good,0,1,1,1,1,rent
9.59203,41.860564,Kezira,1,371.0,2,1,Apartment,new,0,0,0,0,1,rent
9.584224,41.865612,Kefira Market,1,606.0,6,4,House,needs renovation,0,1,0,1,4,rent
9.5926,41.859841,Sabian,1,460.0,4,1,Apartment,needs renovation,0,0,1,0,5,rent
9.584385,41.864986,Kefira Market,1,999.0,7,5,Villa,good,0,0,1,1,5,rent
9.628129,41.772731,Dire Dawa Railway Station,1,253.0,4,2,Apartment,new,0,0,0,1,3,rent
9.616564,41.78115,Melka Jebdu,1,183.0,3,2,House,needs renovation,1,0,0,0,2,rent
9.604354,41.858412,Addis Ketema,1,415.0,3,2,Apartment,new,0,0,0,1,1,rent
9.587412,41.856865,Gende Kore Market,1,497.0,4,2,Apartment,new,0,1,1,0,1,rent
9.615486,41.72349,Dire Dawa Industrial Park,1,173.0,4,3,House,new,1,0,0,0,1,rent
9.592881,41.859829,Kezira,1,356.0,3,5,House,needs renovation,0,0,0,0,1,rent
9.587514,41.855933,Gende Kore Market,1,821.0,7,2,House,good,1,0,1,0,4,rent
9.595964,41.877984,Legehare,1,809.0,7,3,House,good,1,0,0,1,4,rent
9.593003,41.859492,Kezira,1,752.0,4,5,Villa,new,0,1,0,0,4,rent
9.592575,41.861216,Sabian,1,314.0,1,3,Apartment,good,1,1,1,0,4,rent
9.617981,41.781814,Melka Jebdu,1,197.0,3,1,Apartment,good,0,1,1,0,1,rent
9.596214,41.879003,Legehare,1,538.0,4,3,House,new,1,1,1,1,1,rent
9.627774,41.772152,Dire Dawa Railway Station,1,157.0,2,1,Apartment,good,1,0,0,1,2,rent
9.592742,41.860027,Kezira,1,358.0,3,2,Apartment,needs renovation,1,1,1,0,3,rent
9.600195,41.869745,Ashewa Downtown Market Dire Dawa,1,788.0,6,3,Villa,good,0,0,1,0,2,rent
9.585107,41.865024,Kefira Market,1,696.0,7,3,Villa,needs renovation,0,0,1,1,2,rent
9.593006,41.860603,Kezira,1,327.0,2,2,Apartment,needs renovation,1,0,0,0,5,rent
9.584724,41.865626,Kefira Market,1,384.0,3,1,Apartment,needs renovation,0,0,0,0,5,rent
9.614043,41.723915,Dire Dawa Industrial Park,1,282.0,7,4,Villa,good,0,1,1,0,3,rent
9.604057,41.859039,Addis Ketema,1,427.0,4,1,Apartment,needs renovation,1,0,0,0,5,rent
9.604637,41.85761,Addis Ketema,1,244.0,1,1,Apartment,needs renovation,0,1,1,0,5,rent
9.596767,41.879006,Legehare,1,441.0,3,2,Apartment,good,0,1,1,1,4,rent
9.585371,41.86733,Dechatu River,1,882.0,7,5,House,new,0,1,1,0,3,rent
9.604268,41.857935,Addis Ketema,1,666.0,4,5,Villa,good,0,0,1,0,5,rent
9.61387,41.725147,Dire Dawa Industrial Park,1,260.0,7,2,House,good,1,0,0,0,4,rent
9.585465,41.864969,Kefira Market,1,409.0,4,2,Apartment,needs renovation,0,1,1,1,3,rent
9.599484,41.8703,Ashewa Downtown Market Dire Dawa,1,678.0,5,4,House,good,0,0,0,1,4,rent
9.584801,41.865922,Kefira Market,1,1100.0,7,5,Villa,new,1,0,0,1,5,rent
9.592222,41.858978,Kezira,1,371.0,2,3,Apartment,new,0,0,0,0,1,rent
9.596907,41.878705,Legehare,1,1011.0,7,3,Villa,new,0,1,0,0,4,rent
9.585217,41.864386,Kefira Market,1,636.0,4,4,Villa,new,1,1,0,1,1,rent
9.605148,41.858801,Addis Ketema,1,603.0,6,5,House,needs renovation,0,0,0,0,5,rent
9.628231,41.77218,Dire Dawa Railway Station,1,172.0,2,3,Apartment,new,0,0,0,1,2,rent
9.591653,41.866686,Megala,1,627.0,6,3,Villa,needs renovation,1,0,0,0,1,rent
9.583531,41.866283,Dechatu River,1,580.0,7,2,House,needs renovation,0,1,1,1,1,rent
9.616481,41.780165,Melka Jebdu,1,251.0,3,3,Apartment,new,0,0,0,1,4,rent
9.614581,41.724776,Dire Dawa Industrial Park,1,213.0,6,2,Villa,needs renovation,0,1,0,1,4,rent
9.599461,41.869932,Ashewa Downtown Market Dire Dawa,1,867.0,6,4,Villa,good,1,1,1,0,4,rent
9.615249,41.725135,Dire Dawa Industrial Park,1,72.0,1,2,Apartment,needs renovation,0,0,1,1,3,rent
9.604672,41.857653,Addis Ketema,1,499.0,6,3,House,needs renovation,0,1,0,0,1,rent
9.591409,41.866446,Megala,1,622.0,4,3,House,new,1,1,1,1,2,rent
9.596901,41.879136,Legehare,1,846.0,5,2,Villa,new,0,0,0,1,5,rent
9.59163,41.866744,Megala,1,462.0,3,3,Apartment,good,1,0,1,0,3,rent
9.599793,41.869642,Ashewa Downtown Market Dire Dawa,1,353.0,3,3,Apartment,needs renovation,1,1,0,0,3,rent
9.629155,41.773587,Dire Dawa Railway Station,1,207.0,3,3,House,good,0,0,0,1,2,rent
9.613823,41.725243,Dire Dawa Industrial Park,1,118.0,2,2,Apartment,good,1,1,1,1,4,rent
9.596521,41.879746,Legehare,1,353.0,3,1,Apartment,needs renovation,0,0,0,0,4,rent
9.588088,41.855321,Gende Kore Market,1,356.0,2,1,Apartment,good,1,0,1,0,3,rent
9.588228,41.855979,Gende Kore Market,1,549.0,4,5,House,good,1,0,1,1,3,rent
9.61445,41.723509,Dire Dawa Industrial Park,1,99.0,1,3,Apartment,good,1,0,0,0,5,rent
9.584634,41.866095,Kefira Market,1,528.0,3,4,House,good,1,0,1,1,5,rent
9.613971,41.723915,Dire Dawa Industrial Park,1,199.0,7,2,House,needs renovation,1,1,0,1,3,rent
9.583972,41.864827,Kefira Market,1,321.0,1,2,Apartment,new,0,0,0,0,3,rent
9.614644,41.724328,Dire Dawa Industrial Park,1,158.0,4,2,Apartment,good,1,1,1,1,3,rent
9.591653,41.866548,Megala,1,646.0,7,2,House,needs renovation,0,1,0,0,2,rent
9.587998,41.856504,Gende Kore Market,1,326.0,3,1,Apartment,needs renovation,1,0,0,0,2,rent
9.627363,41.772841,Dire Dawa Railway Station,1,100.0,1,1,Apartment,needs renovation,0,1,0,0,2,rent
9.605624,41.857517,Addis Ketema,1,382.0,2,3,Apartment,new,0,0,0,0,3,rent
9.591419,41.866044,Megala,1,388.0,3,2,Apartment,needs renovation,1,0,1,1,4,rent
9.599384,41.870972,Ashewa Downtown Market Dire Dawa,1,566.0,4,1,Apartment,new,0,1,1,1,3,rent
9.615377,41.723766,Dire Dawa Industrial Park,1,100.0,1,3,Apartment,new,0,0,0,0,3,rent
9.617637,41.781352,Melka Jebdu,1,333.0,4,5,Villa,good,0,1,1,1,4,rent
9.583594,41.86702,Dechatu River,1,924.0,7,5,House,new,1,0,1,0,4,rent
9.586981,41.855402,Gende Kore Market,1,933.0,7,3,Villa,good,1,1,1,1,4,rent
9.599939,41.870187,Ashewa Downtown Market Dire Dawa,1,630.0,6,2,Villa,needs renovation,1,1,1,0,2,rent
9.591059,41.866189,Megala,1,591.0,4,4,Villa,needs renovation,0,1,1,0,5,rent
9.584861,41.864987,Kefira Market,1,990.0,6,3,Villa,new,1,0,0,1,5,rent
9.5921,41.859822,Kezira,1,927.0,7,3,Villa,new,1,1,0,1,1,rent
9.60583,41.857573,Addis Ketema,1,729.0,7,3,Villa,needs renovation,0,0,1,0,4,rent
9.590612,41.865385,Megala,1,517.0,5,2,House,needs renovation,0,1,1,1,2,rent
9.584833,41.865103,Kefira Market,1,581.0,3,3,House,new,0,0,1,1,5,rent
9.598615,41.87088,Ashewa Downtown Market Dire Dawa,1,483.0,3,5,Villa,needs renovation,0,1,0,1,5,rent
9.585689,41.865126,Kefira Market,1,436.0,3,2,House,good,1,1,0,0,1,rent
9.617481,41.780848,Melka Jebdu,1,264.0,3,2,House,new,1,1,1,1,3,rent
9.584689,41.86624,Kefira Market,1,505.0,3,4,House,new,1,0,0,0,2,rent
9.604473,41.858854,Addis Ketema,1,612.0,7,4,House,needs renovation,1,0,1,0,3,rent
9.588215,41.856833,Gende Kore Market,1,850.0,6,5,House,new,0,0,1,1,5,rent
9.629029,41.772713,Dire Dawa Railway Station,1,243.0,5,5,House,needs renovation,1,1,1,0,4,rent
9.591388,41.860579,Sabian,1,500.0,4,3,Villa,needs renovation,0,0,1,1,2,rent
9.627392,41.773021,Dire Dawa Railway Station,1,217.0,3,5,House,good,1,0,1,0,3,rent
9.589857,41.866364,Megala,1,1010.0,7,4,Villa,new,1,0,0,1,2,rent
9.591572,41.860617,Kezira,1,722.0,5,2,House,new,0,1,1,1,3,rent
9.614112,41.723622,Dire Dawa Industrial Park,1,99.0,2,3,Apartment,needs renovation,1,1,1,1,5,rent
9.591479,41.861438,Sabian,1,407.0,3,2,Apartment,good,1,0,1,0,1,rent
9.591605,41.866883,Megala,1,839.0,6,5,House,new,1,0,0,0,3,rent
